asset_id,maintenance_date,cost_usd,failure_type,downtime_hours
PIP002900,2022-12-04,194453.27,Valve Leak,6
PIP000257,2020-02-22,41568.67,Overheating,49
WEL002292,2019-03-17,33186.74,Electrical Fault,3
WEL002335,2020-09-22,167546.26,Overheating,75
PIP001267,2024-10-10,3792.82,Overheating,48
WEL001977,2022-10-09,123348.04,Corrosion,16
REF002443,2018-08-01,143096.19,Valve Leak,12
REF001424,2020-12-02,182109.01,Valve Leak,103
REF000046,2023-06-24,68215.78,Corrosion,49
REF001075,2021-04-08,89071.16,Corrosion,114
PIP002709,2018-06-18,166623.35,Electrical Fault,34
WEL000803,2020-12-12,97232.9,Pump Failure,30
WEL000556,2022-09-19,22578.94,Overheating,48
PIP001298,2023-08-11,186856.13,Corrosion,37
WEL002541,2018-10-27,115907.84,Overheating,51
REF000006,2020-06-15,106357.36,Valve Leak,116
PIP000940,2022-12-19,82018.26,Electrical Fault,38
PIP002169,2023-08-10,147548.12,Overheating,107
REF000785,2020-04-17,76048.91,Overheating,82
REF002098,2023-09-30,33065.67,Pump Failure,73
WEL000957,2022-10-15,25501.08,Overheating,20
WEL001497,2020-07-05,51204.61,Valve Leak,85
PIP001175,2023-01-30,15802.83,Overheating,35
WEL000565,2021-11-10,24714.8,Corrosion,113
REF001685,2021-08-24,139534.84,Valve Leak,86
REF002323,2021-01-27,83414.95,Pump Failure,5
WEL001852,2021-05-10,96106.32,Overheating,54
REF000078,2021-07-26,177498.23,Valve Leak,13
WEL002620,2022-10-11,81845.51,Valve Leak,68
REF001385,2024-06-29,101356.19,Overheating,113
REF002968,2018-01-24,194483.18,Pump Failure,61
WEL001741,2019-11-26,115819.39,Overheating,18
WEL002278,2018-03-13,152018.56,Electrical Fault,35
WEL002572,2023-01-29,73059.59,Overheating,72
WEL000358,2020-02-21,145905.18,Pump Failure,82
REF001321,2022-01-11,194326.02,Valve Leak,91
PIP002268,2019-06-13,158575.89,Pump Failure,114
WEL001415,2023-03-02,145826.41,Pump Failure,47
WEL001376,2020-01-17,157505.68,Overheating,14
PIP000367,2018-01-28,188400.02,Overheating,17
REF002967,2021-02-12,110941.93,Valve Leak,83
WEL000389,2021-10-21,164660.92,Pump Failure,60
WEL002134,2020-07-03,175687.08,Corrosion,3
REF000978,2021-05-19,68444.5,Valve Leak,89
REF000581,2020-09-10,126987.38,Electrical Fault,64
PIP002013,2021-06-21,147516.69,Corrosion,70
REF002520,2020-11-14,130352.99,Corrosion,97
PIP000598,2019-10-11,129801.75,Electrical Fault,67
PIP001199,2022-12-17,11081.03,Valve Leak,86
REF000216,2023-05-05,197218.46,Corrosion,74
REF001489,2020-01-04,118648.98,Electrical Fault,97
WEL001293,2023-08-25,136397.94,Pump Failure,63
WEL000992,2020-12-12,135623.33,Valve Leak,44
WEL000494,2019-11-04,30586.78,Electrical Fault,107
PIP002819,2021-05-15,92396.06,Valve Leak,110
WEL002417,2019-05-03,5631.12,Overheating,95
WEL000581,2024-09-15,89999.07,Corrosion,109
WEL002897,2023-09-01,37167.19,Corrosion,67
PIP002574,2021-09-19,173604.45,Pump Failure,111
PIP000444,2021-05-01,193478.7,Corrosion,73
REF001361,2023-03-28,110147.57,Pump Failure,69
PIP000597,2019-06-11,12412.36,Corrosion,22
WEL001196,2021-08-26,92557.0,Electrical Fault,60
WEL000280,2022-10-22,43132.49,Valve Leak,19
PIP001463,2023-10-30,88583.49,Corrosion,70
REF002517,2020-03-29,145215.5,Overheating,5
PIP002470,2020-09-06,127754.71,Valve Leak,86
REF000262,2019-01-31,188512.93,Corrosion,94
PIP001474,2019-10-27,130892.56,Valve Leak,107
WEL002258,2019-05-20,62211.95,Pump Failure,30
REF000630,2023-12-05,35864.77,Electrical Fault,76
PIP000578,2020-07-20,92791.27,Pump Failure,40
WEL000820,2018-08-31,178702.15,Electrical Fault,108
REF002107,2021-12-20,165921.48,Valve Leak,106
WEL000046,2020-10-12,122762.83,Corrosion,74
REF002044,2020-05-10,155349.3,Electrical Fault,108
REF000521,2018-02-14,44975.98,Electrical Fault,32
PIP000827,2019-07-29,148257.98,Valve Leak,43
PIP001736,2019-06-15,139329.34,Corrosion,82
REF001567,2021-05-02,94578.19,Corrosion,10
PIP002588,2019-10-15,91294.02,Corrosion,110
PIP000125,2022-06-08,30131.05,Corrosion,13
WEL002159,2024-11-15,99475.88,Valve Leak,109
WEL000194,2021-10-25,101341.39,Pump Failure,29
WEL001329,2023-12-07,24782.42,Overheating,119
REF000236,2018-02-12,123120.91,Valve Leak,54
WEL001593,2018-04-08,73350.85,Pump Failure,43
PIP002527,2021-11-11,68598.36,Overheating,119
REF001386,2021-11-26,140172.39,Overheating,55
WEL002345,2019-04-24,122490.47,Pump Failure,101
REF000027,2022-11-10,193402.59,Electrical Fault,70
REF000040,2023-05-03,38264.58,Pump Failure,29
PIP001840,2024-05-12,92829.6,Corrosion,52
WEL001304,2019-09-10,114966.73,Pump Failure,20
REF001743,2020-03-28,196828.76,Electrical Fault,86
REF000311,2024-05-12,121969.02,Valve Leak,70
REF002877,2021-11-01,79182.49,Pump Failure,81
WEL000009,2023-01-29,180930.96,Electrical Fault,20
PIP001519,2022-06-16,4862.34,Corrosion,26
PIP002277,2020-01-05,29329.69,Overheating,110
PIP002227,2019-05-21,19860.47,Electrical Fault,26
PIP000997,2021-02-17,89686.08,Corrosion,108
REF001171,2019-09-28,171458.94,Pump Failure,82
PIP001842,2019-01-22,153626.1,Valve Leak,102
WEL002536,2019-03-29,8868.89,Overheating,84
PIP001041,2023-02-26,87401.7,Overheating,81
REF001418,2021-08-20,150560.51,Valve Leak,9
REF000254,2020-07-15,64596.33,Valve Leak,30
WEL000767,2020-03-24,10021.65,Corrosion,26
PIP002633,2021-10-05,103533.69,Pump Failure,107
WEL002560,2023-01-07,91406.04,Overheating,79
REF002358,2024-03-14,160902.1,Pump Failure,41
REF002093,2018-01-06,46306.44,Overheating,42
REF002238,2022-12-22,39122.03,Valve Leak,107
WEL002988,2021-03-25,101267.04,Valve Leak,98
WEL001781,2021-03-24,127715.75,Electrical Fault,59
WEL000012,2023-09-15,171639.09,Overheating,101
REF002593,2020-03-16,125036.81,Pump Failure,92
WEL001096,2021-12-08,28947.83,Pump Failure,66
WEL000251,2018-04-17,26067.24,Electrical Fault,11
WEL001189,2018-10-24,64423.44,Corrosion,17
PIP000808,2024-12-14,56095.37,Pump Failure,59
PIP002185,2018-04-01,154254.13,Corrosion,48
REF002811,2023-10-16,133029.76,Corrosion,50
REF000311,2022-11-29,57888.99,Valve Leak,55
REF000535,2019-02-08,109526.76,Overheating,36
REF000108,2024-03-14,165735.38,Valve Leak,48
WEL001564,2019-11-24,142696.07,Corrosion,99
WEL001813,2021-02-24,109213.88,Overheating,76
REF000226,2021-06-25,44446.63,Valve Leak,8
REF000218,2020-03-23,105273.26,Valve Leak,67
REF001926,2019-10-24,62213.67,Overheating,52
REF000484,2023-03-01,104407.32,Pump Failure,100
WEL002851,2024-10-20,115391.1,Corrosion,70
WEL001301,2020-09-12,138038.89,Corrosion,46
REF000808,2018-05-28,24148.66,Overheating,5
WEL002389,2019-12-12,148800.32,Valve Leak,30
PIP002039,2020-02-19,142634.87,Overheating,30
WEL000706,2023-10-20,87152.94,Electrical Fault,115
WEL001752,2024-06-07,20232.83,Valve Leak,48
REF000939,2019-01-06,150573.76,Corrosion,83
REF001944,2021-10-12,89896.19,Pump Failure,59
REF001638,2023-12-04,149669.0,Valve Leak,88
WEL002687,2023-04-14,1821.45,Corrosion,111
REF002825,2022-06-10,126522.58,Overheating,25
PIP000897,2021-10-28,57498.16,Overheating,42
WEL001661,2019-01-01,131019.53,Electrical Fault,85
PIP002087,2023-08-06,169894.03,Electrical Fault,27
REF001500,2023-07-08,165002.37,Pump Failure,101
WEL001576,2018-11-11,134165.02,Valve Leak,62
WEL001473,2023-03-29,38800.28,Electrical Fault,81
PIP002804,2020-08-19,165641.2,Electrical Fault,33
REF002069,2023-09-20,159198.72,Overheating,13
REF001484,2023-02-08,127268.42,Valve Leak,5
WEL000056,2018-11-01,41608.55,Pump Failure,111
PIP001900,2020-03-03,98347.74,Corrosion,14
WEL000753,2019-12-10,1696.61,Electrical Fault,32
PIP001970,2022-10-12,87814.49,Pump Failure,94
WEL002330,2020-12-12,48640.52,Corrosion,44
REF001482,2022-02-02,30307.92,Valve Leak,32
PIP002592,2022-01-30,149076.08,Corrosion,4
PIP000954,2024-03-12,189699.43,Corrosion,87
PIP000672,2018-04-28,39950.47,Overheating,87
WEL001322,2021-02-20,55169.32,Electrical Fault,28
REF002535,2019-08-16,67126.06,Electrical Fault,13
WEL002532,2020-09-06,134005.83,Corrosion,38
REF001119,2023-11-23,44250.7,Corrosion,82
REF000492,2024-03-04,114348.78,Overheating,116
WEL002832,2020-10-19,92159.91,Corrosion,44
PIP000603,2019-09-26,182860.62,Corrosion,111
WEL001584,2021-03-12,9118.2,Valve Leak,18
PIP000150,2019-10-22,173823.07,Overheating,93
PIP000122,2019-06-04,99060.48,Overheating,106
REF001525,2020-05-21,90973.21,Valve Leak,57
PIP002178,2020-02-01,174274.42,Pump Failure,11
REF001075,2022-04-08,115932.22,Corrosion,109
REF000738,2020-07-09,106088.09,Corrosion,27
REF002611,2020-05-06,128381.49,Pump Failure,49
REF000609,2024-02-13,5006.48,Pump Failure,12
PIP002888,2023-10-19,114893.9,Corrosion,42
PIP000833,2019-12-22,126247.81,Corrosion,99
PIP002421,2020-09-07,151995.06,Overheating,86
PIP002229,2021-07-28,131750.68,Corrosion,76
PIP001910,2024-02-21,198084.34,Valve Leak,43
WEL001360,2022-05-04,143217.41,Electrical Fault,47
WEL002939,2018-04-19,115844.09,Valve Leak,38
WEL002181,2022-07-02,58191.67,Corrosion,55
WEL000915,2022-08-12,84317.36,Pump Failure,20
WEL001986,2021-03-10,3476.46,Valve Leak,50
WEL000999,2022-03-01,149433.23,Valve Leak,44
REF000837,2021-11-02,92386.96,Electrical Fault,92
WEL000901,2019-06-15,125995.11,Overheating,58
WEL002829,2018-07-31,107943.64,Overheating,48
REF000900,2022-09-25,133035.2,Valve Leak,108
PIP002454,2018-06-03,172786.59,Overheating,34
PIP001703,2024-03-26,21723.28,Valve Leak,60
WEL000104,2021-10-05,197246.26,Corrosion,55
WEL001076,2020-11-19,19389.84,Corrosion,35
WEL001916,2018-08-09,170231.79,Overheating,119
PIP000949,2019-06-08,13374.53,Pump Failure,14
WEL001719,2021-05-25,109001.58,Valve Leak,42
PIP000633,2019-05-06,150583.95,Pump Failure,14
WEL000792,2023-05-17,184215.04,Overheating,22
WEL002486,2021-04-26,109688.41,Pump Failure,29
PIP001637,2019-09-11,172550.71,Electrical Fault,75
REF000233,2022-01-18,41168.97,Corrosion,87
WEL001630,2021-05-05,66735.82,Electrical Fault,74
WEL001534,2024-07-05,28128.96,Valve Leak,26
WEL002551,2024-12-08,16786.91,Valve Leak,119
WEL001288,2024-08-17,58753.55,Corrosion,93
REF001838,2022-01-11,92841.49,Overheating,25
WEL002441,2022-03-09,153619.96,Overheating,27
REF000923,2018-08-15,119906.06,Valve Leak,69
PIP001940,2024-08-25,132441.25,Pump Failure,24
WEL002038,2019-04-05,67097.4,Overheating,94
REF000468,2018-07-05,68594.75,Corrosion,71
REF002477,2020-06-16,179866.56,Valve Leak,109
PIP001306,2022-11-14,148739.95,Corrosion,41
REF002293,2020-03-25,48231.03,Electrical Fault,118
PIP002441,2019-10-24,100481.11,Valve Leak,3
PIP002589,2022-10-05,86143.79,Electrical Fault,82
REF000087,2021-07-08,139747.89,Overheating,62
PIP002001,2019-10-27,15107.43,Pump Failure,103
WEL000664,2019-03-21,143901.43,Electrical Fault,100
WEL000436,2021-12-16,21343.36,Pump Failure,96
REF002168,2019-12-02,136625.41,Valve Leak,35
REF001620,2020-02-28,123479.67,Corrosion,41
PIP000846,2022-08-05,19904.29,Pump Failure,20
REF000113,2021-05-10,98115.18,Valve Leak,104
REF001690,2020-08-27,153297.66,Electrical Fault,75
WEL000897,2018-03-11,184389.48,Pump Failure,82
REF000601,2023-06-20,106264.07,Valve Leak,119
REF001280,2024-09-28,32007.52,Pump Failure,43
REF000886,2018-07-09,46987.04,Electrical Fault,91
PIP000796,2020-02-02,159589.44,Overheating,11
WEL001743,2022-09-04,95331.48,Pump Failure,57
WEL000725,2021-10-07,148294.06,Overheating,8
REF001904,2021-08-17,142262.33,Corrosion,72
WEL001164,2018-09-29,102403.63,Overheating,8
WEL002492,2023-10-25,183365.29,Overheating,103
REF000060,2022-05-03,41633.41,Pump Failure,33
WEL002446,2020-08-07,89809.8,Corrosion,32
WEL000656,2018-05-01,193673.45,Pump Failure,93
PIP000163,2023-05-19,123338.91,Overheating,37
REF000153,2020-04-18,188810.01,Electrical Fault,25
PIP000800,2018-05-12,79150.65,Pump Failure,2
REF001825,2021-03-02,136124.07,Valve Leak,9
REF001461,2023-07-22,36750.22,Corrosion,44
PIP001231,2021-10-18,9418.57,Pump Failure,6
REF000087,2024-03-02,156703.02,Valve Leak,103
WEL000427,2023-09-15,12791.83,Overheating,47
REF001921,2024-03-07,183088.45,Electrical Fault,119
WEL000740,2020-07-25,51742.73,Pump Failure,69
REF001918,2018-12-27,103029.52,Pump Failure,31
REF002444,2021-12-13,81105.32,Pump Failure,49
WEL001935,2022-09-13,185596.52,Electrical Fault,94
WEL001490,2021-12-21,108000.1,Valve Leak,32
WEL001249,2022-09-01,169852.29,Corrosion,63
REF002115,2023-10-30,89691.72,Pump Failure,31
WEL001473,2024-03-23,62432.39,Pump Failure,42
WEL000430,2023-03-25,158276.25,Electrical Fault,16
REF000293,2023-01-01,199632.65,Pump Failure,119
PIP001168,2024-09-29,122515.4,Valve Leak,67
REF001971,2020-10-01,151513.9,Corrosion,93
PIP000555,2018-02-25,82739.46,Electrical Fault,105
REF001788,2021-04-19,151662.22,Overheating,60
PIP002670,2020-07-12,61849.59,Corrosion,107
REF002650,2019-12-21,40543.02,Pump Failure,35
WEL001788,2024-10-04,187501.54,Valve Leak,73
WEL000813,2022-07-23,120329.7,Electrical Fault,105
REF000583,2021-09-21,7693.43,Electrical Fault,27
WEL002148,2018-06-16,117879.3,Electrical Fault,25
WEL001178,2021-01-29,15238.16,Corrosion,43
PIP001055,2024-12-20,1484.32,Pump Failure,42
REF001330,2021-02-22,27822.69,Corrosion,113
REF002045,2023-03-16,194811.3,Corrosion,28
PIP000322,2018-12-18,168169.17,Corrosion,48
REF000236,2018-10-05,167048.07,Valve Leak,31
WEL000384,2022-09-05,191840.13,Corrosion,23
REF002561,2023-04-02,115080.31,Corrosion,119
WEL002197,2020-04-23,120725.78,Valve Leak,117
REF000976,2022-07-31,6891.63,Valve Leak,93
REF000808,2018-05-23,15280.84,Valve Leak,14
WEL001296,2021-05-02,109334.37,Overheating,100
WEL001228,2024-04-04,69418.1,Valve Leak,37
REF001742,2021-06-07,16294.54,Electrical Fault,64
PIP002272,2024-09-15,107781.64,Valve Leak,35
WEL002013,2019-07-14,52950.94,Overheating,118
PIP002985,2019-04-22,70913.17,Valve Leak,105
REF001720,2023-09-17,79253.44,Pump Failure,94
WEL001899,2023-05-02,114633.76,Overheating,13
PIP001164,2021-05-11,128470.36,Valve Leak,43
PIP000463,2022-09-26,147320.08,Overheating,10
REF001353,2019-07-02,59775.12,Overheating,38
REF000070,2021-06-17,67046.73,Electrical Fault,107
PIP002791,2021-08-29,12737.92,Electrical Fault,110
PIP002640,2020-08-26,94093.73,Overheating,61
REF001061,2023-04-21,32454.76,Pump Failure,15
WEL000375,2018-05-02,19901.7,Valve Leak,114
WEL002645,2024-02-23,121591.53,Overheating,96
WEL001974,2021-01-20,170792.53,Overheating,76
REF001029,2023-09-10,76738.71,Pump Failure,67
PIP001765,2018-03-27,25031.19,Valve Leak,50
PIP001442,2019-05-22,174534.11,Corrosion,65
REF002206,2023-12-18,50477.08,Valve Leak,25
PIP001252,2020-01-30,99785.39,Electrical Fault,58
WEL002187,2019-03-18,131919.77,Pump Failure,5
WEL000918,2023-05-20,49091.56,Corrosion,113
PIP000377,2020-02-25,90574.2,Valve Leak,71
PIP001633,2022-02-06,131611.19,Valve Leak,80
WEL002590,2023-09-02,180267.11,Valve Leak,78
WEL001011,2024-07-25,101675.95,Overheating,9
REF002867,2021-11-24,136156.96,Valve Leak,72
REF000351,2019-03-05,109471.37,Overheating,40
PIP001463,2018-11-21,82483.34,Pump Failure,101
REF001328,2021-12-20,188388.73,Pump Failure,77
WEL002055,2018-03-13,191311.1,Corrosion,40
WEL002781,2019-02-13,101260.18,Pump Failure,33
WEL000571,2024-03-17,3421.74,Pump Failure,47
WEL001782,2023-05-03,92263.01,Valve Leak,39
WEL000044,2021-12-27,5341.67,Valve Leak,29
REF002660,2020-02-15,109150.93,Electrical Fault,96
REF002434,2021-10-06,169209.87,Valve Leak,26
WEL000690,2020-08-18,44509.51,Corrosion,110
WEL000827,2018-04-10,5532.91,Overheating,43
WEL001476,2018-07-13,140941.53,Valve Leak,117
PIP000515,2020-11-11,82542.94,Pump Failure,2
PIP002106,2022-01-11,199417.98,Valve Leak,68
PIP001881,2018-03-10,116325.38,Pump Failure,72
PIP000137,2024-02-17,144770.67,Corrosion,56
REF000575,2020-02-14,63874.42,Overheating,36
PIP002469,2020-01-01,116843.99,Electrical Fault,6
PIP001997,2018-04-11,128586.35,Overheating,12
PIP000373,2018-10-14,150772.86,Corrosion,100
REF002332,2020-12-13,132341.16,Overheating,35
WEL000309,2024-07-13,3506.42,Pump Failure,16
PIP001247,2021-03-13,28605.9,Overheating,79
WEL002137,2018-12-13,120935.67,Valve Leak,63
WEL000302,2021-03-16,184317.48,Pump Failure,101
REF001502,2018-08-10,57825.45,Pump Failure,25
PIP002125,2024-07-17,22436.21,Pump Failure,96
PIP002669,2022-05-11,8874.76,Corrosion,47
PIP002951,2022-08-06,116593.94,Pump Failure,97
REF001170,2021-02-10,85041.8,Corrosion,6
WEL000670,2020-10-31,22880.91,Overheating,37
REF000247,2022-02-11,128139.43,Overheating,67
WEL001099,2019-11-18,122227.27,Pump Failure,21
WEL001076,2018-07-31,154751.52,Corrosion,82
REF001480,2022-05-16,4933.38,Pump Failure,46
REF001585,2020-01-16,46758.94,Valve Leak,35
REF001648,2022-09-27,59044.26,Corrosion,17
PIP001643,2022-12-28,90163.28,Valve Leak,42
REF002734,2022-09-17,90009.38,Valve Leak,81
REF000619,2023-06-25,150280.91,Overheating,62
REF002913,2024-10-19,86547.36,Pump Failure,18
PIP000948,2024-04-19,160078.95,Valve Leak,4
REF000212,2018-06-02,21936.87,Overheating,4
PIP001230,2020-10-23,87539.91,Electrical Fault,117
REF002020,2022-12-12,156387.6,Corrosion,109
WEL001298,2021-12-04,44378.64,Overheating,58
REF001306,2020-09-21,52359.0,Electrical Fault,59
REF001346,2022-05-12,19985.47,Corrosion,50
REF002658,2019-09-07,127109.62,Overheating,52
REF000181,2020-10-14,100807.45,Overheating,57
WEL002925,2018-03-03,144635.65,Pump Failure,23
PIP002461,2022-06-14,22628.15,Valve Leak,99
REF001266,2024-05-07,60017.58,Electrical Fault,86
WEL002263,2023-08-17,131709.16,Valve Leak,35
WEL000435,2023-08-17,122136.94,Valve Leak,37
WEL000526,2024-05-30,14293.98,Overheating,117
WEL001208,2019-11-18,22987.51,Pump Failure,60
REF001311,2019-11-30,31820.35,Corrosion,27
REF001833,2022-10-17,85811.7,Valve Leak,119
PIP000620,2021-03-21,126541.84,Electrical Fault,88
REF000837,2019-01-14,37008.95,Valve Leak,92
WEL000039,2023-07-19,64508.08,Pump Failure,112
REF000221,2018-07-11,46238.21,Pump Failure,82
PIP000313,2019-10-13,167437.67,Pump Failure,102
PIP000902,2021-05-19,170683.12,Pump Failure,26
REF002923,2023-09-20,69123.87,Overheating,40
WEL002546,2018-05-12,22902.13,Valve Leak,25
PIP000413,2018-07-16,90639.2,Overheating,112
REF002397,2021-05-17,53617.25,Valve Leak,102
WEL002732,2022-02-09,22485.81,Corrosion,95
PIP000775,2022-03-01,98148.9,Electrical Fault,1
PIP002710,2022-05-03,51097.63,Valve Leak,47
REF000371,2020-01-28,159225.19,Electrical Fault,76
REF001609,2018-02-11,194806.57,Valve Leak,72
WEL000585,2022-03-11,104018.94,Overheating,44
WEL000269,2022-08-22,73206.64,Electrical Fault,21
REF000825,2023-12-11,131449.4,Corrosion,81
PIP001203,2024-04-03,20513.61,Pump Failure,100
WEL000019,2023-10-01,183488.86,Overheating,52
WEL000921,2024-12-09,171373.41,Valve Leak,86
PIP001680,2019-06-18,104001.12,Electrical Fault,99
PIP001555,2022-03-01,4726.41,Overheating,30
REF002490,2019-01-15,91116.25,Overheating,51
REF001312,2023-05-16,116252.74,Pump Failure,33
WEL001161,2018-03-31,198941.01,Electrical Fault,10
PIP000216,2019-11-18,80931.36,Overheating,19
WEL001656,2021-12-24,59973.96,Valve Leak,25
REF000072,2018-12-02,178482.86,Overheating,14
PIP002962,2019-06-11,72608.47,Pump Failure,55
WEL000485,2019-03-01,144987.82,Corrosion,95
PIP000913,2021-11-09,138051.56,Valve Leak,10
PIP002010,2023-09-19,54793.12,Corrosion,115
PIP000057,2021-08-19,134919.91,Overheating,111
PIP000799,2022-01-08,81261.35,Corrosion,113
WEL002992,2020-06-18,140292.53,Corrosion,50
PIP001348,2020-04-25,185054.54,Pump Failure,91
REF002073,2020-11-16,37952.71,Valve Leak,33
PIP000891,2022-07-07,35513.4,Overheating,51
PIP000493,2020-10-07,52167.82,Electrical Fault,41
PIP001013,2022-03-12,34244.32,Valve Leak,8
REF002957,2018-11-12,144422.89,Overheating,74
REF002767,2023-09-04,75878.02,Overheating,62
WEL001439,2019-03-31,99081.9,Corrosion,3
WEL002991,2024-06-18,167001.97,Corrosion,32
REF001061,2018-11-18,106306.6,Electrical Fault,76
REF001495,2018-10-20,183857.63,Overheating,117
REF002314,2022-06-07,192056.65,Corrosion,70
REF000865,2024-01-15,176637.04,Pump Failure,70
PIP002479,2018-04-05,83815.22,Overheating,68
PIP002412,2023-11-20,156859.6,Pump Failure,36
PIP000970,2020-05-05,171436.12,Electrical Fault,48
PIP002341,2024-12-24,176444.45,Corrosion,10
WEL002513,2021-06-23,190447.35,Valve Leak,3
WEL001625,2020-04-03,110747.45,Overheating,110
WEL000044,2023-03-01,180046.23,Valve Leak,3
WEL002456,2018-11-16,103025.66,Pump Failure,77
WEL000075,2022-03-15,23584.11,Overheating,65
WEL000160,2020-02-10,52223.97,Overheating,91
WEL001354,2019-11-20,158398.63,Valve Leak,118
REF002685,2018-03-05,192379.9,Overheating,6
PIP000002,2019-08-23,103404.89,Overheating,42
REF000900,2018-05-20,13820.55,Electrical Fault,64
PIP000581,2022-04-24,55337.49,Electrical Fault,66
REF001961,2023-06-26,120312.7,Corrosion,75
WEL002552,2024-08-20,28225.42,Pump Failure,83
WEL000843,2018-01-22,106550.67,Pump Failure,50
WEL000946,2022-10-21,176966.5,Overheating,27
PIP001290,2024-04-02,110497.27,Corrosion,73
PIP001323,2021-08-30,26755.61,Overheating,94
PIP000616,2021-12-12,127216.03,Overheating,36
WEL000887,2024-02-20,48317.93,Overheating,20
WEL002213,2018-07-05,133049.69,Pump Failure,63
REF002637,2019-10-21,64423.58,Pump Failure,39
PIP002589,2024-02-23,93711.08,Pump Failure,77
PIP000660,2023-11-15,165469.81,Corrosion,40
PIP002876,2023-12-28,41942.06,Corrosion,59
PIP001087,2024-10-13,154934.39,Electrical Fault,105
PIP000405,2021-05-15,75163.81,Valve Leak,111
REF000435,2023-09-02,81288.33,Overheating,2
REF000393,2022-11-29,49777.18,Electrical Fault,111
REF002388,2023-08-14,6106.63,Overheating,5
REF000322,2024-10-14,190566.79,Corrosion,52
PIP001853,2021-11-02,132844.72,Electrical Fault,92
PIP001892,2023-03-24,43259.86,Overheating,100
PIP002601,2021-01-09,109767.97,Corrosion,43
REF001528,2019-03-02,135937.58,Pump Failure,8
WEL001007,2024-01-17,193613.61,Electrical Fault,25
WEL002858,2019-06-22,46323.54,Electrical Fault,9
WEL000860,2022-09-18,147024.78,Corrosion,7
WEL002760,2019-02-21,18554.06,Overheating,87
WEL001029,2024-06-04,86402.66,Electrical Fault,66
WEL002732,2020-02-15,92654.38,Overheating,17
PIP001778,2018-12-27,175499.07,Corrosion,49
WEL000136,2023-02-07,117587.46,Valve Leak,21
PIP002343,2024-10-16,150705.48,Overheating,82
REF000019,2018-01-20,151039.84,Pump Failure,105
WEL002189,2018-06-26,153731.33,Pump Failure,114
REF000743,2018-06-18,14235.99,Overheating,4
PIP000260,2018-07-06,109542.91,Pump Failure,63
REF001599,2020-10-20,146263.08,Electrical Fault,114
PIP001437,2023-04-25,143888.85,Overheating,84
PIP002010,2018-06-08,61662.23,Valve Leak,106
PIP002001,2023-12-03,73766.93,Valve Leak,25
REF001672,2023-10-02,91892.56,Overheating,110
PIP000215,2023-02-23,148073.75,Overheating,77
WEL000838,2018-05-08,87529.73,Valve Leak,21
PIP003000,2018-04-28,71551.41,Electrical Fault,9
PIP002033,2019-01-21,112672.07,Pump Failure,57
WEL000803,2021-10-20,14602.0,Electrical Fault,33
WEL000510,2018-05-12,100605.43,Electrical Fault,15
WEL001896,2024-07-28,61686.03,Overheating,64
REF002439,2021-06-17,121578.2,Corrosion,102
REF000363,2024-06-29,100318.73,Electrical Fault,7
PIP000715,2021-03-21,131480.19,Electrical Fault,82
REF001861,2019-06-12,111001.62,Overheating,61
REF000417,2021-08-24,16211.71,Corrosion,82
PIP002370,2020-06-07,77662.98,Corrosion,14
REF001171,2021-10-11,52638.33,Pump Failure,52
PIP000243,2023-05-27,20430.5,Corrosion,106
PIP001681,2024-04-13,42005.3,Pump Failure,6
WEL001828,2023-09-18,36419.01,Pump Failure,45
REF002876,2022-01-11,146446.45,Pump Failure,108
REF002758,2018-03-26,114470.41,Corrosion,107
WEL000412,2022-05-26,77697.79,Overheating,111
PIP001601,2018-08-10,107294.72,Electrical Fault,76
WEL002474,2023-02-27,29539.4,Corrosion,71
REF001688,2018-04-04,175343.47,Electrical Fault,14
REF002632,2018-08-02,90553.18,Valve Leak,64
PIP001349,2021-01-09,98060.69,Electrical Fault,46
PIP000824,2024-01-12,52496.88,Corrosion,116
REF001859,2021-08-30,186189.04,Electrical Fault,102
WEL000736,2018-01-30,67720.34,Valve Leak,94
WEL001450,2023-04-23,122377.91,Pump Failure,118
REF002441,2023-05-09,179290.19,Valve Leak,53
PIP001474,2022-04-20,48213.64,Electrical Fault,65
WEL000229,2018-10-14,155833.93,Electrical Fault,21
REF002034,2022-10-25,76054.46,Valve Leak,32
PIP000329,2021-09-28,195683.48,Overheating,35
REF002898,2018-12-29,61905.2,Pump Failure,32
PIP002692,2018-07-13,24481.74,Electrical Fault,20
WEL002156,2021-09-18,123071.39,Corrosion,59
WEL001557,2023-10-09,94836.78,Valve Leak,102
REF002892,2020-08-25,5968.28,Valve Leak,119
REF002179,2019-03-18,94430.11,Overheating,93
PIP001683,2021-11-29,193154.71,Electrical Fault,118
PIP002792,2023-02-11,135649.64,Overheating,15
WEL002683,2023-06-05,183249.7,Valve Leak,80
WEL002539,2023-05-10,94104.03,Overheating,117
REF002795,2022-10-01,197652.34,Corrosion,7
PIP000364,2020-06-25,55715.87,Electrical Fault,19
WEL002353,2020-07-26,113381.09,Valve Leak,89
REF000340,2018-09-07,165671.27,Valve Leak,112
WEL001353,2020-05-19,163523.42,Overheating,69
REF000472,2023-05-06,131407.5,Valve Leak,38
WEL001548,2024-09-28,115337.04,Corrosion,56
WEL000494,2023-06-11,196338.67,Valve Leak,7
PIP001342,2018-03-24,20674.12,Electrical Fault,15
WEL001724,2020-12-31,195258.33,Pump Failure,107
PIP002303,2024-04-25,184394.42,Pump Failure,58
