asset_id,co2_tons,methane_leakage_tons,energy_consumption_mwh,date
REF002582,1117.98,192.59,46646.02,2024-10-12
REF001841,1516.4,60.87,34465.73,2019-04-10
REF001481,3315.13,14.5,25848.92,2019-10-12
PIP001626,2284.82,28.83,49548.52,2019-09-22
REF000077,1617.59,131.72,33110.62,2019-06-10
WEL001934,1112.08,173.25,4157.84,2022-01-14
PIP002594,1391.7,180.59,31983.45,2023-09-09
WEL002951,607.76,35.01,46480.58,2024-01-20
WEL002947,4055.77,147.13,22127.34,2020-10-19
REF002167,470.04,6.23,32488.88,2022-06-15
PIP002508,232.51,19.53,37422.68,2020-11-27
REF002224,2272.44,130.73,29918.06,2024-12-28
PIP002738,4690.1,135.84,17672.5,2024-12-05
PIP000614,876.1,161.98,18150.66,2021-01-01
WEL000662,4035.71,117.13,38762.57,2024-10-01
PIP000587,1223.25,106.5,18308.54,2018-02-04
REF002722,3156.33,2.4,16200.05,2018-10-11
REF002627,176.44,66.88,16432.21,2020-08-24
PIP001297,664.73,183.72,38253.1,2023-11-23
PIP002330,977.02,112.36,43318.55,2024-05-07
WEL002279,4353.91,89.71,36782.04,2019-09-13
WEL001639,4375.35,69.84,8499.4,2022-02-26
WEL001629,4970.79,122.77,36544.1,2020-12-21
PIP001552,448.26,86.94,1530.2,2021-10-18
WEL002455,4790.76,24.05,1061.72,2020-07-27
PIP000290,1171.42,180.72,46846.06,2023-07-06
REF001544,994.91,16.66,8399.8,2018-03-03
REF001165,905.14,187.27,40235.63,2020-03-22
WEL002764,3179.5,63.81,22190.47,2024-06-18
REF002458,132.39,73.86,30466.1,2022-07-29
WEL002980,2925.79,72.5,16994.58,2024-12-17
PIP001673,4288.73,79.3,47221.14,2024-10-12
REF002587,4306.79,90.86,44906.25,2023-11-27
WEL002628,4946.5,96.85,31766.96,2020-05-26
REF002869,2099.11,109.38,27292.04,2024-05-13
WEL001688,1196.05,98.73,41126.77,2019-07-23
REF000747,104.69,171.61,40324.06,2024-03-21
PIP002329,384.4,161.72,17198.01,2024-09-05
REF000680,34.68,119.49,2820.96,2020-08-09
REF001606,1518.99,183.06,44114.25,2020-07-16
WEL002648,230.93,145.73,47217.54,2019-03-29
WEL000839,4171.3,39.53,3517.79,2018-11-27
PIP002313,1298.41,31.36,24666.99,2019-01-20
REF000970,3470.86,47.22,9653.02,2019-10-27
WEL002810,654.89,62.14,16636.94,2021-12-03
PIP000142,2004.53,165.21,23703.5,2022-01-20
WEL000517,709.73,180.85,16909.41,2023-05-31
REF002273,2028.08,9.05,42590.91,2019-09-27
WEL002815,3887.81,49.26,35872.02,2021-07-18
PIP001943,4202.73,4.16,9472.29,2019-04-25
PIP002949,3585.31,149.53,18994.57,2022-09-15
REF001171,4809.52,38.31,31898.92,2019-06-17
PIP001433,2745.13,48.93,15312.41,2024-03-11
WEL000373,2141.35,149.69,1961.16,2019-03-30
REF002997,3201.8,137.56,46539.03,2019-06-19
WEL001614,2707.57,155.72,230.93,2018-09-11
WEL001863,1295.42,69.2,20874.39,2018-07-09
WEL001644,2874.57,130.63,38938.29,2022-04-10
WEL002899,2259.37,113.11,39630.44,2020-08-02
REF001813,2840.37,194.49,779.35,2020-11-01
WEL000712,3868.75,195.84,38087.67,2020-03-31
REF000752,3910.31,92.03,9113.18,2024-08-08
WEL001651,412.25,142.18,26093.26,2019-09-11
REF000004,2166.86,136.7,36852.78,2021-08-27
REF000104,2516.17,135.57,14909.13,2019-08-26
PIP002384,143.71,39.02,34349.88,2020-07-28
REF001703,2835.09,179.81,3074.63,2021-09-30
PIP001305,1512.27,22.34,5437.26,2024-03-08
WEL000410,99.18,74.01,6347.45,2019-10-06
PIP000372,4716.25,24.65,48211.71,2023-07-26
PIP002310,792.87,117.18,7530.09,2021-04-24
PIP000801,4544.07,178.56,22343.08,2024-12-27
WEL001975,3300.51,43.93,39961.55,2021-08-22
WEL002901,562.94,67.47,41326.63,2022-04-26
PIP000856,4077.79,94.24,29157.19,2023-12-01
WEL002310,674.16,141.52,49858.11,2022-03-11
WEL001752,3895.77,22.31,48647.48,2019-07-02
REF000116,669.23,84.98,28339.33,2024-01-07
WEL000669,4613.78,52.82,3029.32,2018-11-02
PIP000832,3679.76,151.27,32310.73,2023-02-03
PIP000326,2178.74,96.72,47983.0,2023-04-29
REF000741,90.87,57.93,21737.56,2018-11-26
PIP002393,4280.73,59.02,2145.92,2024-07-16
WEL000521,4424.73,37.11,21770.93,2018-05-14
PIP001897,977.1,1.66,14947.9,2019-07-04
PIP002094,2513.15,136.34,45476.61,2024-02-08
WEL000448,588.47,43.65,41214.22,2020-03-22
REF002314,2917.22,132.41,34324.93,2019-06-01
REF002054,671.32,9.48,131.95,2018-08-08
PIP000518,3511.87,179.64,30981.46,2022-11-15
WEL001189,1487.93,42.01,1950.21,2023-07-21
WEL000658,4306.79,37.03,40812.19,2024-12-06
WEL001177,2815.88,13.28,2346.58,2018-10-19
PIP002671,3330.85,76.41,2556.97,2018-01-08
PIP002244,1551.61,161.56,38028.06,2023-02-07
REF002103,1350.13,86.96,42836.53,2023-12-26
REF001690,745.24,174.79,14156.55,2020-06-04
REF000842,484.9,63.51,47779.31,2019-05-14
REF001602,2648.54,104.39,32729.15,2021-01-08
WEL001835,4279.93,190.72,9077.98,2024-10-24
PIP001796,2283.38,172.43,35737.51,2019-08-01
PIP002818,4076.09,136.04,13529.98,2022-12-01
PIP000302,3305.22,2.58,16746.23,2023-05-03
WEL002615,664.16,28.49,15268.46,2018-03-24
WEL002651,2689.79,67.62,27824.92,2021-06-02
REF001263,359.62,64.06,43309.05,2020-08-10
REF000462,823.47,192.94,37668.96,2018-01-18
REF002322,2319.18,146.07,9335.31,2019-12-03
WEL000399,3879.17,55.04,12119.96,2024-01-12
PIP000517,3067.89,149.08,33297.53,2021-03-17
PIP000209,4379.75,17.69,35947.35,2019-11-10
REF000728,4601.61,84.44,49927.64,2023-05-01
REF000799,1739.43,5.35,1645.17,2021-09-11
PIP002515,3463.81,47.95,9597.81,2019-04-04
WEL000749,877.69,110.66,2912.27,2023-07-20
WEL000487,1328.7,56.78,23416.95,2019-07-03
REF000274,1399.97,178.55,14878.45,2018-03-02
PIP002637,4426.44,154.56,43829.01,2021-04-26
PIP002831,4632.52,195.69,40636.18,2018-06-19
PIP000278,2591.79,20.28,3443.12,2020-05-12
PIP000773,1358.98,166.33,28127.32,2018-01-25
WEL001450,1230.25,152.84,14439.67,2023-07-29
WEL002698,2810.76,157.75,28381.08,2022-09-20
REF002968,4931.96,55.41,7031.52,2018-09-14
REF001060,2090.88,34.01,49184.49,2021-10-14
PIP001520,2216.31,38.23,49155.62,2023-01-17
PIP000469,3193.72,60.24,28375.66,2022-07-26
WEL001885,3927.56,185.11,36722.33,2020-03-25
REF000119,4643.25,100.84,2065.77,2024-09-28
WEL001079,1915.39,52.06,8326.91,2022-05-03
WEL002739,207.75,36.58,22062.27,2020-09-22
REF002196,3955.6,56.26,26996.55,2019-04-28
WEL000731,3525.73,134.16,15388.65,2020-08-26
WEL000334,958.46,128.79,17784.06,2018-03-18
PIP001469,2215.62,127.71,8341.44,2023-01-20
PIP002019,3331.71,102.91,23231.89,2022-08-07
REF001308,515.01,79.87,28853.9,2018-10-05
PIP001649,4380.59,140.24,43413.88,2019-01-27
REF001091,4935.06,101.93,47674.15,2022-07-03
WEL000956,232.62,96.82,15453.85,2023-11-29
PIP002510,3358.35,124.14,47791.9,2022-09-17
PIP000759,1920.2,190.31,10680.81,2024-01-05
WEL001844,4364.36,78.01,17159.47,2022-02-03
WEL001381,4624.51,94.43,14968.81,2024-05-30
WEL000129,2189.81,28.17,27213.96,2021-08-21
PIP000915,1819.1,77.09,24931.83,2018-08-31
WEL002773,3338.82,64.55,11419.29,2023-10-18
REF002193,2424.89,79.33,1871.57,2023-01-30
PIP000126,3628.44,152.13,23368.29,2018-04-22
REF002485,742.33,36.17,25545.38,2024-10-20
WEL002896,4116.57,93.62,33074.68,2019-10-02
WEL000123,1505.1,2.23,21845.1,2019-01-19
PIP001459,1015.25,87.3,7978.26,2020-01-09
WEL001381,2284.06,49.04,15414.52,2019-12-04
PIP002032,3008.89,182.47,32363.32,2024-08-15
REF000955,3490.38,157.7,6961.8,2023-11-23
REF001277,3757.03,157.23,9415.15,2023-06-24
REF001001,2114.07,87.76,35373.23,2019-07-11
PIP001123,762.95,28.09,1181.96,2023-11-07
PIP002332,1308.49,73.29,28266.79,2024-07-20
REF000136,4087.74,6.32,14927.08,2021-08-13
REF001201,518.24,176.72,17371.48,2020-08-11
WEL002679,2351.74,90.75,20336.68,2022-05-10
PIP001672,513.31,74.07,15465.03,2020-09-22
WEL002202,3136.19,158.67,46837.13,2023-04-07
WEL002828,1025.88,93.95,46603.62,2019-12-08
WEL001075,3672.39,145.0,18789.27,2019-04-09
REF001209,3281.98,171.26,16465.27,2024-10-31
WEL001811,4050.38,180.77,12756.97,2020-07-05
WEL001325,3302.26,100.98,44336.75,2019-11-23
PIP002779,1429.42,185.04,8426.46,2019-03-22
REF001555,2547.14,58.63,22857.76,2019-03-17
REF000916,1544.5,106.72,2210.07,2019-05-30
WEL001757,2557.86,47.09,22834.01,2019-02-02
WEL002255,1772.57,140.6,36208.45,2021-07-18
REF001624,773.96,75.68,43254.39,2020-12-01
PIP001694,4624.25,2.63,7133.11,2022-10-31
REF000935,4998.34,196.11,20870.42,2018-09-13
PIP002282,635.97,186.16,45645.15,2019-12-01
PIP002433,4035.91,43.15,30649.0,2020-12-11
REF001414,4028.9,4.33,1902.88,2022-11-03
PIP000257,736.58,166.82,45314.4,2019-08-06
REF002622,4646.7,181.62,3716.93,2021-12-04
WEL000680,4340.6,1.91,10704.33,2022-07-10
PIP002796,1271.33,44.88,5330.52,2024-06-09
PIP002586,816.85,101.79,26339.91,2022-04-29
WEL000397,4871.1,95.55,8087.81,2019-01-07
REF000413,4492.96,32.06,18740.98,2022-01-10
PIP002738,3058.9,117.77,45347.1,2022-08-10
REF001950,2799.26,39.97,153.03,2020-08-28
WEL002884,1861.74,84.97,8257.12,2023-08-09
WEL002517,4458.08,31.34,32947.72,2019-03-31
REF001255,4406.21,188.23,41335.62,2024-06-08
PIP000027,1858.04,29.68,17004.18,2019-01-04
REF002185,1512.24,28.96,5617.84,2023-04-13
PIP000341,3464.72,199.63,11401.29,2021-06-07
REF000508,33.64,117.03,13039.34,2021-10-15
PIP002514,4177.04,89.41,8377.71,2019-07-13
PIP001037,2014.92,5.61,41143.05,2024-10-13
WEL001130,3642.92,165.65,36463.66,2021-06-11
WEL000300,230.29,146.47,5219.12,2018-02-22
PIP001715,74.37,148.83,21823.03,2018-07-04
REF001436,1640.09,20.61,22297.03,2018-09-13
REF000528,1477.71,45.02,25803.26,2023-06-19
PIP000983,2449.6,154.74,22797.53,2018-08-25
PIP002104,3804.52,57.53,41568.7,2020-01-23
WEL001400,143.03,67.89,13348.92,2018-03-26
PIP001894,1481.45,21.36,45872.33,2022-10-11
REF000312,4855.76,171.79,443.64,2023-07-06
REF002967,4007.12,21.29,13276.69,2022-02-21
PIP000047,2958.51,62.58,28119.51,2018-04-05
PIP002103,1158.15,87.88,40814.17,2018-05-01
REF002008,1815.28,58.06,25239.73,2019-12-03
REF000522,2879.96,72.58,24980.13,2022-02-05
PIP000983,465.46,54.9,35960.58,2020-05-23
REF000919,1437.16,131.13,26299.03,2020-06-20
WEL000065,3402.89,100.49,27274.51,2018-10-31
REF002131,4658.2,76.38,46193.72,2021-08-13
WEL002785,1273.94,171.69,19787.05,2024-08-12
PIP001268,1033.02,53.65,29369.08,2023-03-09
PIP000202,4124.23,154.55,45516.18,2023-04-27
WEL001283,421.77,138.59,42878.24,2021-06-25
WEL001246,503.51,29.6,47468.33,2020-08-12
REF002920,2818.02,80.88,11357.42,2020-01-16
PIP002264,1085.68,29.35,31142.15,2024-04-17
WEL001349,3984.78,125.99,40341.57,2021-11-13
WEL002634,3039.41,144.78,7920.34,2018-05-11
PIP001779,1083.17,60.46,28052.05,2021-01-01
PIP001333,4570.52,181.37,15552.85,2020-06-29
WEL002765,762.09,135.32,27690.26,2020-04-10
REF000095,1539.32,127.07,20791.28,2019-04-08
REF000669,3228.74,96.14,48023.48,2024-09-11
REF001368,3565.99,178.36,16229.72,2018-06-02
PIP000734,3934.03,13.38,30156.69,2024-06-16
PIP001407,783.94,171.16,11664.88,2019-12-01
WEL001466,4387.58,57.57,12034.96,2019-01-14
WEL001989,877.12,157.5,6168.25,2019-02-05
PIP000070,1460.88,21.01,7670.73,2020-05-27
REF000226,3476.92,7.72,33936.96,2018-03-17
WEL000475,3348.33,155.01,13406.99,2018-04-08
WEL002881,1282.25,158.92,15827.55,2019-02-22
REF000487,3892.35,100.15,13127.0,2021-12-19
REF002600,3838.81,63.55,19732.4,2021-09-05
PIP002951,1636.82,10.56,44753.48,2020-03-22
REF002982,2585.45,77.99,32314.19,2024-06-16
PIP002235,1054.14,40.09,15351.06,2022-02-24
WEL002781,1900.85,146.05,1523.87,2018-09-09
WEL002055,4957.08,60.27,43989.95,2022-08-08
REF001079,888.84,58.25,9344.12,2018-09-06
WEL001145,427.03,35.29,41280.44,2019-07-21
PIP001745,4799.08,198.34,20111.65,2018-11-21
WEL001230,3349.85,37.42,43233.31,2021-09-04
REF001794,488.11,15.55,48314.35,2023-03-28
PIP001348,801.41,119.83,46625.82,2020-02-06
PIP002141,2784.51,34.35,42986.64,2019-10-28
REF001737,4913.74,171.24,33507.52,2018-05-09
PIP002365,117.96,108.9,40286.6,2022-04-10
REF001559,408.14,145.37,16126.13,2022-08-20
WEL000739,3001.99,145.73,35810.85,2023-07-29
REF001329,4841.38,85.89,20187.6,2023-11-11
PIP001519,2365.94,193.64,16474.01,2022-11-08
REF001253,1494.69,198.29,47221.86,2024-02-14
PIP001880,111.78,78.93,32145.21,2020-12-26
REF002319,4369.59,14.1,30104.35,2019-12-07
REF001951,4839.28,84.06,14919.06,2019-11-07
PIP000274,1958.93,85.55,46169.41,2019-12-07
PIP002451,2968.56,55.39,29829.22,2022-11-07
REF001823,2584.51,7.57,46097.81,2023-03-23
WEL002925,1777.61,178.75,26296.0,2020-01-06
WEL002389,3500.05,4.03,38544.73,2018-12-22
PIP000514,2457.15,140.84,421.75,2020-11-19
REF000894,1995.9,86.96,36702.9,2024-05-11
REF001345,1484.0,184.71,6060.31,2021-02-19
REF000687,1325.95,17.93,5142.73,2018-12-01
WEL000111,2591.84,180.8,16400.06,2022-11-27
PIP002313,4170.01,67.61,26218.41,2018-03-30
REF001668,1400.06,158.22,3678.05,2018-06-15
REF000326,4684.28,42.81,13124.78,2022-09-12
WEL001408,461.11,135.94,49999.82,2019-08-17
PIP002938,55.58,85.23,44694.44,2019-08-17
REF002820,4184.72,23.43,35707.55,2020-02-14
WEL002795,1288.94,48.75,2566.28,2020-07-03
REF002029,1098.92,102.2,42791.97,2021-12-18
PIP001026,2058.84,102.13,17962.59,2024-09-03
WEL000864,4409.33,79.84,24528.67,2022-06-13
REF002653,2186.31,13.53,10204.52,2023-12-13
REF001292,2746.08,100.58,29248.92,2024-01-08
WEL000761,2901.83,188.71,41595.79,2023-10-08
REF002249,3902.54,95.01,41934.07,2023-04-12
PIP000388,1656.4,88.6,16564.75,2018-06-26
PIP002460,3012.09,168.12,26334.76,2024-12-30
REF001592,4676.74,160.12,17246.42,2020-04-24
PIP002463,3888.12,172.71,10904.38,2023-05-19
PIP002302,568.05,116.92,8867.17,2024-04-02
WEL002825,3464.93,82.27,33786.58,2024-03-31
REF002763,2383.87,26.91,11926.66,2023-03-31
PIP001590,855.15,51.64,19582.84,2019-09-21
REF000489,1653.74,100.41,591.04,2019-01-28
WEL002969,463.99,109.69,23745.85,2022-03-25
REF001328,2033.72,132.66,13014.58,2022-08-03
WEL001038,2404.57,84.08,5994.59,2023-02-11
PIP001660,3952.53,151.96,25149.83,2021-09-25
WEL002245,326.77,30.81,28255.31,2020-06-16
REF002338,1935.48,117.29,18319.4,2024-11-08
REF002920,3064.9,176.38,25981.98,2020-06-14
PIP000270,4010.2,124.95,11125.03,2018-02-22
WEL000647,4366.33,36.48,14077.83,2018-01-14
WEL002178,4119.56,122.09,3692.64,2020-07-19
WEL000706,307.52,11.92,13985.68,2022-09-15
WEL001473,3478.83,49.77,16680.95,2024-01-14
WEL000117,4530.25,175.03,11921.83,2022-10-09
PIP002538,4352.62,107.2,32664.35,2019-11-02
REF002990,914.06,99.32,11756.11,2022-08-22
WEL002416,831.61,54.91,32645.33,2018-05-09
WEL001913,2920.04,114.1,38855.32,2023-10-19
PIP000742,1997.49,81.09,11993.5,2022-04-06
REF001618,2817.33,131.24,11802.11,2020-08-05
WEL000606,3659.67,100.4,19999.18,2020-05-06
REF002231,2966.84,102.12,7935.9,2020-03-05
REF000648,4988.98,48.99,32528.44,2024-07-22
WEL002160,1201.48,16.72,28198.4,2023-06-26
WEL001056,2127.6,58.5,13816.62,2024-05-25
REF002011,1569.05,96.37,44614.27,2024-08-15
PIP000334,589.58,164.11,31193.49,2024-08-30
PIP002356,1560.25,75.35,1760.71,2018-05-25
WEL001203,519.36,104.63,38767.31,2019-05-24
PIP000464,2909.48,195.85,21974.96,2018-12-15
WEL000046,718.83,182.81,10474.87,2024-09-19
WEL000315,2434.7,68.98,2379.1,2018-10-09
REF000662,2607.45,111.25,47116.1,2020-09-09
PIP000238,4884.97,165.22,921.51,2020-11-05
REF001496,4328.95,92.32,49242.1,2022-03-24
PIP002082,4915.25,94.17,25624.94,2020-07-05
REF001507,485.3,9.59,47915.75,2023-01-17
WEL002140,4823.79,113.36,48583.11,2019-02-28
PIP002087,3587.34,105.05,43694.51,2018-04-01
REF002506,1736.31,71.37,13996.6,2022-06-06
REF002232,4575.24,52.86,11533.22,2020-02-15
PIP000709,2110.99,186.52,42891.13,2019-08-17
PIP001983,3314.86,166.41,44253.37,2021-09-04
WEL002036,2722.26,111.97,5136.33,2023-03-07
WEL000375,1146.91,72.6,11317.36,2021-11-22
PIP001219,143.63,77.29,16553.42,2023-11-23
REF002522,617.37,143.25,10821.47,2023-07-27
REF002684,763.67,86.77,31605.91,2019-01-09
REF002883,402.5,102.24,2261.85,2019-06-10
WEL001805,2365.16,115.36,353.99,2020-08-24
WEL001093,1733.92,127.4,42674.04,2019-06-30
REF000724,606.42,107.76,32872.21,2021-04-28
WEL000937,2951.62,105.86,22362.32,2024-07-08
PIP001881,3911.54,145.65,20042.04,2022-12-04
REF001190,3539.07,127.91,42323.66,2020-12-30
REF000944,2180.92,61.31,22321.19,2023-08-06
PIP002868,2019.11,46.55,7226.81,2021-01-28
WEL001374,2791.18,24.72,33429.05,2022-05-08
WEL001824,3040.02,13.96,32338.89,2024-11-09
REF002091,222.1,53.16,41242.57,2020-03-02
PIP001127,1761.03,34.56,33217.75,2024-06-05
WEL001708,2530.57,153.81,7974.07,2019-09-19
REF000137,2254.18,97.04,14398.05,2019-03-10
WEL000844,1178.24,117.36,29185.97,2022-04-02
REF002900,2056.65,72.84,14040.08,2022-10-12
REF001171,4957.04,14.6,6305.82,2020-07-04
REF000440,4260.07,55.59,28417.59,2024-03-07
PIP002232,1941.74,66.34,47758.81,2018-01-02
WEL002623,4566.3,186.05,40476.9,2024-02-09
PIP002716,823.38,46.55,2848.23,2020-01-17
REF001929,4523.01,182.38,35018.82,2018-04-27
WEL001007,4465.57,181.62,22882.75,2024-01-23
REF001200,4161.32,152.29,46118.96,2022-03-09
WEL001973,461.58,93.13,11489.94,2019-04-21
PIP001747,2054.68,5.74,21744.71,2022-11-21
PIP000678,3639.21,49.28,45941.42,2021-12-16
PIP000297,4964.4,190.72,14774.36,2024-03-15
REF002261,905.13,68.05,10119.32,2024-02-12
REF000953,3349.86,60.28,34330.96,2018-03-08
REF001647,3714.27,136.03,46172.82,2022-09-22
REF000173,4674.84,104.43,36563.92,2022-08-13
PIP001949,3980.51,157.55,35342.98,2023-06-21
PIP001776,741.79,128.13,1149.1,2022-05-23
PIP001957,1073.59,193.61,34414.43,2023-03-06
REF001825,1279.39,140.75,16274.8,2020-11-22
REF000818,3562.3,181.73,46637.46,2020-12-04
PIP001504,4288.92,112.6,41499.18,2020-09-11
REF000331,2544.95,15.31,30756.1,2024-07-04
PIP001023,4513.33,129.46,12727.87,2024-12-24
PIP002859,4726.34,187.79,48407.63,2024-04-17
WEL002241,3688.44,128.42,14670.45,2024-11-16
PIP001844,2229.26,160.71,9353.11,2023-01-28
REF000461,1080.06,183.48,9532.62,2021-08-17
WEL002115,4703.93,136.7,1002.94,2020-02-07
REF001835,3647.07,36.96,32882.05,2020-10-18
WEL001539,2462.74,80.86,24451.96,2022-04-11
WEL001198,1342.97,195.3,2339.86,2019-12-17
WEL000691,1275.46,178.78,49900.39,2023-06-06
WEL002776,264.58,54.11,14820.36,2018-02-25
WEL002406,98.33,22.04,40353.86,2022-10-06
PIP001034,2767.51,3.22,20591.73,2020-11-03
REF001750,1165.83,180.08,2106.7,2022-04-06
WEL002879,1106.66,186.55,42692.72,2018-08-20
REF001230,974.98,61.26,21510.14,2019-02-18
REF002723,3508.44,78.68,25150.38,2024-09-29
PIP002766,3021.88,47.34,11839.39,2020-09-15
REF001019,4230.01,156.99,33006.56,2019-09-25
PIP001832,172.13,65.04,18058.62,2020-01-19
WEL000758,279.6,140.44,1333.92,2024-03-03
WEL001983,2433.64,107.69,20082.6,2023-02-18
PIP001192,2682.69,144.53,18939.34,2021-11-18
WEL002561,3865.26,86.38,11336.89,2024-10-18
WEL000984,1139.33,120.0,11314.21,2022-01-25
REF001485,4689.2,74.44,12521.95,2018-09-23
REF000903,1339.43,169.76,23888.86,2018-07-11
REF000635,2057.68,130.98,4346.2,2022-02-09
PIP000864,4357.21,122.8,11918.5,2018-07-19
REF000574,742.45,30.01,34325.45,2021-07-20
REF002565,365.58,159.5,14918.97,2021-11-21
WEL002149,591.52,161.01,18776.09,2022-04-15
REF000260,4641.08,178.34,40104.16,2019-04-22
PIP000154,1885.04,194.8,22409.61,2023-09-08
PIP001337,681.75,151.03,3225.93,2024-01-18
PIP001608,1745.71,22.14,35604.43,2024-12-27
PIP001978,1420.96,150.24,17562.38,2024-10-09
REF000981,4396.0,83.96,39696.94,2022-01-04
REF001252,1165.93,12.52,37974.17,2018-06-28
WEL002617,3409.88,35.65,38992.74,2022-11-13
REF001747,1447.55,120.34,26059.76,2024-12-11
PIP000656,4951.13,81.92,3236.31,2022-03-31
REF001461,2418.02,78.3,24440.14,2023-01-31
REF002560,135.35,16.43,29214.19,2023-03-28
PIP002197,3398.4,12.73,21856.26,2018-02-11
PIP001819,768.58,152.91,28632.12,2024-08-04
WEL001696,2645.13,133.33,33940.09,2018-05-17
PIP001368,2498.78,102.03,2630.89,2018-11-30
WEL002995,2846.33,37.65,45706.49,2020-07-24
PIP001740,1246.07,174.77,5170.9,2020-02-14
REF001017,1184.34,142.03,47502.23,2022-07-28
PIP000328,3371.79,153.03,19596.76,2023-06-26
REF001270,326.05,172.64,15892.53,2018-07-11
WEL002328,4298.14,136.23,26828.48,2019-10-11
WEL002668,1000.0,188.96,7175.6,2021-04-02
PIP000236,14.51,4.29,47106.0,2023-08-10
REF000473,2521.68,191.84,49384.47,2021-04-25
REF002351,1175.83,91.21,21934.57,2022-11-11
PIP000195,3468.25,151.39,1010.58,2023-11-09
WEL000592,4491.19,25.11,4225.78,2018-10-27
REF002407,1607.0,77.81,12351.5,2024-06-05
PIP000131,4386.07,7.89,45661.52,2024-05-11
REF002461,3024.79,106.06,29534.64,2023-01-23
PIP001636,4792.03,157.83,27570.71,2020-09-24
PIP002876,1581.43,119.0,16028.1,2018-03-06
REF000460,616.16,150.16,25569.14,2022-08-31
REF002491,4400.04,33.46,10940.62,2019-12-03
REF002159,37.13,66.26,9590.27,2019-01-18
REF000638,901.45,29.66,6724.84,2022-04-20
WEL001892,3633.69,178.81,7292.16,2024-11-17
WEL000505,1729.34,131.47,35454.43,2024-04-23
REF002330,1875.28,199.74,28503.9,2022-05-23
REF001536,264.8,193.05,13534.19,2023-08-10
REF001733,4654.56,117.33,42172.39,2020-03-12
WEL001027,906.66,100.21,32645.94,2019-02-10
PIP000582,220.25,81.9,19970.34,2024-10-03
WEL002192,3111.99,178.22,48203.56,2023-11-17
PIP002398,2560.41,59.33,23176.6,2021-08-16
REF001745,1768.34,27.66,9122.17,2024-08-02
PIP001881,2736.19,96.28,45093.47,2023-09-12
PIP001118,1638.03,96.08,30493.47,2019-11-05
PIP001121,4123.2,111.64,27873.28,2019-09-06
PIP001427,4221.97,99.24,2821.52,2024-11-10
REF000723,157.65,11.47,6773.98,2021-11-16
WEL000904,4459.27,58.02,11829.1,2021-08-31
REF000694,62.64,66.79,33063.6,2018-01-25
PIP001780,2807.91,103.18,581.7,2019-12-12
WEL000785,1228.92,102.44,20789.16,2021-06-06
WEL002769,4739.48,163.68,11669.03,2019-08-13
REF002609,1302.42,134.9,2105.88,2022-04-23
PIP001917,3543.71,115.98,6141.5,2024-03-30
REF001548,2109.55,122.2,16672.63,2023-04-23
PIP001382,1987.08,59.73,24235.36,2021-12-19
WEL001432,2645.97,123.48,39498.12,2018-03-23
PIP002464,3542.73,125.37,19691.14,2018-08-23
REF002688,2458.83,34.5,46104.77,2021-10-24
REF000545,3967.94,65.76,37772.98,2024-09-02
PIP002181,4551.44,114.97,33926.66,2020-11-30
REF002000,1877.76,122.57,26556.31,2019-02-18
REF001976,3736.36,58.33,9168.06,2023-06-08
REF002435,135.63,57.96,11304.12,2021-04-30
PIP002342,200.24,106.56,19965.7,2023-08-11
PIP000016,1331.77,113.39,20563.31,2023-05-19
WEL000952,3507.62,189.49,43509.58,2018-02-01
REF001209,575.72,138.2,16667.96,2020-10-18
WEL002677,4722.02,66.86,25843.35,2021-06-18
REF001099,3889.95,160.01,37203.84,2021-09-17
PIP001096,4922.81,175.45,25349.13,2018-01-08
WEL001265,514.15,172.75,31061.76,2024-09-10
WEL000206,4633.48,163.33,29875.08,2023-05-21
REF002939,2038.19,30.17,16833.02,2020-05-03
WEL001367,2124.46,139.53,44315.76,2021-05-30
WEL001673,3560.26,69.87,25825.92,2020-05-28
REF000252,32.16,34.57,42903.6,2022-10-03
PIP001427,1423.49,27.87,48517.71,2019-01-15
REF000824,73.25,49.83,7813.11,2021-11-22
REF000179,2735.85,39.97,33098.47,2021-09-03
REF002670,4998.8,20.63,41038.86,2019-01-23
PIP002188,1920.83,146.93,29968.18,2019-12-27
PIP000889,1285.49,154.8,9997.84,2018-10-12
WEL002076,1947.88,78.3,10080.8,2024-12-06
PIP002384,1124.3,111.98,19241.7,2020-07-11
WEL001629,4575.9,174.75,2956.44,2022-11-25
REF002348,548.97,99.64,21602.77,2022-05-13
PIP000191,1135.22,143.16,40006.55,2022-01-15
REF000112,1285.67,124.57,6457.43,2023-04-01
PIP002644,4791.69,169.55,21632.38,2021-01-14
WEL002358,1443.55,125.8,15285.0,2018-07-29
WEL000617,4349.65,76.73,45803.77,2024-11-12
REF002626,2239.23,180.89,14807.63,2024-12-03
PIP002044,192.07,41.09,14680.53,2022-11-01
WEL001188,621.09,105.24,24153.99,2024-11-07
WEL001852,871.78,83.3,45124.33,2022-09-14
PIP001697,2070.37,45.92,15574.22,2019-05-26
PIP001804,2640.06,190.82,46448.55,2024-09-07
REF001809,733.92,61.87,33341.52,2024-09-16
REF001577,4408.51,158.53,13768.2,2023-12-19
PIP000964,4592.21,195.47,36662.27,2018-02-15
PIP000368,401.32,70.28,8400.06,2022-10-31
REF000505,4465.37,28.16,24342.89,2023-10-12
REF001855,3542.37,9.12,14793.79,2019-02-22
PIP002346,4066.68,95.23,20351.99,2019-07-24
WEL002000,1788.17,134.67,45936.29,2022-10-11
WEL000849,2506.73,93.76,4556.64,2018-06-23
