well_id,date,oil_production_barrels,gas_production_mcf,water_cut_pct,pressure_psi,temperature_c
WEL000718,2023-11-12,3676,9943,34.41,2985,67
WEL001521,2024-03-08,2351,8219,24.05,2944,139
WEL000888,2021-07-26,3935,4653,55.52,3015,106
WEL000304,2023-11-19,1748,19128,9.65,1012,163
WEL001649,2019-07-03,2005,14615,56.56,3572,141
WEL001999,2024-10-06,3013,1671,19.19,1022,114
WEL001843,2023-11-13,3329,3388,46.14,2010,159
WEL001667,2021-05-15,2694,16526,8.29,2553,142
WEL000553,2023-05-20,4750,16926,9.99,3248,157
WEL001577,2021-08-21,384,16944,25.86,2122,140
WEL001719,2022-04-19,558,9074,29.63,4391,125
WEL002272,2023-03-30,1627,17079,57.08,3866,141
WEL000475,2018-03-26,1179,9711,58.49,2721,64
WEL000151,2021-06-26,454,14672,5.93,4248,61
WEL000517,2022-10-31,1678,11326,38.06,2547,126
WEL001382,2019-06-15,3996,11360,17.49,3833,110
WEL000828,2021-06-15,509,10015,28.15,1126,100
WEL001345,2022-07-03,2178,7501,43.29,4880,157
WEL001075,2023-02-03,2398,13343,5.2,3212,91
WEL002528,2019-08-27,4215,15593,21.72,4198,178
WEL002047,2023-04-28,3171,18588,47.74,3662,145
WEL002598,2022-03-05,3735,16323,52.32,2259,134
WEL000542,2019-04-26,3164,3991,52.43,2516,154
WEL001633,2020-02-27,967,3328,25.84,4139,97
WEL001114,2019-04-20,4279,2685,46.25,3276,53
WEL001689,2019-01-16,4761,16921,24.63,3145,62
WEL001457,2024-02-28,701,18321,47.76,1634,86
WEL001467,2020-04-09,562,7459,56.53,4076,58
WEL000133,2020-08-29,3398,2974,5.29,3988,168
WEL002091,2024-04-18,4798,7385,5.86,3017,63
WEL001579,2023-01-11,3222,3016,34.69,2714,107
WEL002650,2023-11-10,212,16509,21.59,2637,138
WEL002502,2018-10-26,295,13850,5.76,4501,106
WEL001501,2021-02-16,1763,18738,44.28,3484,138
WEL002833,2024-10-21,2746,9061,28.75,1712,123
WEL002398,2022-02-20,2031,14789,54.73,3707,129
WEL001008,2024-03-22,3664,8538,59.87,2935,134
WEL000048,2023-05-31,2116,2691,13.68,2298,98
WEL001162,2024-10-22,2089,7857,15.99,2650,90
WEL000826,2018-12-31,3850,12572,34.93,2218,55
WEL001015,2019-04-03,927,6664,41.21,2286,128
WEL001856,2024-12-31,4832,19559,50.22,2457,81
WEL002299,2018-09-01,4758,1995,45.63,3520,91
WEL000638,2023-05-13,1576,5120,45.98,2492,94
WEL001902,2021-08-29,4767,9551,50.16,1440,124
WEL001725,2022-11-23,2460,19886,59.57,1229,83
WEL000790,2018-03-28,3466,11712,32.9,3194,70
WEL001911,2021-06-28,688,3186,19.41,4384,110
WEL000342,2018-11-24,3057,15490,43.09,2048,72
WEL002928,2024-09-28,4287,7578,24.0,3693,170
WEL000556,2021-02-06,398,7178,38.26,2290,114
WEL002383,2024-10-02,4634,4078,51.57,2228,69
WEL000113,2018-08-24,2412,15158,52.68,2773,129
WEL000528,2024-12-10,3598,1614,7.26,1838,99
WEL000066,2021-07-10,1045,5509,54.25,4239,148
WEL002999,2021-10-15,2102,13871,6.35,3406,148
WEL002490,2024-04-09,4725,1049,32.71,2213,50
WEL001313,2018-12-14,3532,18287,31.88,3449,105
WEL002783,2021-08-28,3057,1561,25.08,3681,135
WEL000952,2018-10-19,4991,11872,35.94,2898,173
WEL001480,2021-07-28,2350,12120,33.96,1718,69
WEL002825,2019-11-06,1240,10042,31.16,2881,55
WEL001349,2022-01-26,3259,16993,30.58,1254,67
WEL002255,2024-10-16,4191,2222,22.49,4544,121
WEL001625,2021-10-30,1017,10682,34.51,2469,142
WEL001693,2024-07-12,1063,7106,22.15,4726,116
WEL001402,2022-07-16,4093,5582,57.84,3078,158
WEL001355,2020-12-04,3812,12650,14.04,3450,159
WEL002910,2022-05-07,2989,8501,54.27,4751,179
WEL001558,2020-09-22,4877,9254,49.91,2407,159
WEL000135,2021-02-05,3720,14704,19.82,3343,125
WEL000671,2024-12-17,676,3060,42.74,1431,113
WEL002394,2019-12-21,4591,14364,23.05,4879,132
WEL000765,2024-07-16,4844,6020,38.29,1719,89
WEL002311,2023-08-08,131,7651,30.81,1786,70
WEL000660,2018-10-10,3919,5504,21.32,4608,162
WEL001133,2019-08-04,3129,2747,5.49,1909,148
WEL001047,2019-11-02,318,5217,45.27,2223,134
WEL000490,2020-02-02,810,6402,30.65,4254,139
WEL000575,2020-12-11,2488,11080,50.97,4607,97
WEL002781,2023-08-21,3274,17314,42.69,4554,125
WEL000873,2020-02-10,213,15131,8.39,2361,87
WEL001600,2022-10-10,794,10239,40.3,1457,106
WEL002046,2022-04-05,504,16742,47.4,2659,73
WEL000455,2024-02-15,2711,6612,43.35,1022,109
WEL002195,2021-03-27,4492,17621,26.93,2492,84
WEL001327,2019-01-05,4891,10609,46.12,1504,76
WEL000032,2023-01-06,251,6804,22.41,1572,110
WEL001892,2023-08-20,486,7757,7.78,2365,177
WEL002237,2020-10-22,3721,7372,9.94,3419,116
WEL002673,2024-06-24,2778,10577,59.46,1197,66
WEL000713,2018-07-10,2951,16367,26.35,3433,174
WEL000545,2022-06-05,1620,15662,8.14,1473,89
WEL002521,2018-03-25,3697,4876,33.92,3455,142
WEL000509,2024-08-14,1532,13842,8.4,4097,82
WEL002654,2023-01-24,4087,5440,15.71,3101,126
WEL001503,2023-11-28,3232,5782,29.4,2820,54
WEL000675,2023-09-23,2437,6093,53.47,3127,163
WEL000593,2019-05-28,2489,19469,51.45,2324,86
WEL000406,2023-01-22,1206,5470,28.13,2751,94
WEL002462,2019-11-04,230,12606,46.0,4037,80
WEL000673,2023-04-09,2444,1020,10.55,4768,70
WEL001643,2023-12-23,4079,18052,20.4,1655,117
WEL001013,2020-02-09,2809,18035,59.93,2060,66
WEL000110,2024-06-02,4365,15782,30.73,2788,143
WEL000518,2019-11-24,807,4192,42.97,2412,129
WEL002786,2024-12-03,3705,1628,36.88,1697,134
WEL001366,2022-08-24,4838,16923,45.65,2998,161
WEL001840,2024-03-02,4608,4653,47.08,4650,144
WEL002016,2018-03-29,182,19043,12.88,3425,71
WEL000455,2024-05-21,3669,12547,15.14,1561,108
WEL001761,2019-03-01,1978,8135,15.03,4515,173
WEL000293,2021-12-03,3293,12314,20.21,2136,99
WEL000790,2018-07-31,2199,1114,36.57,2076,152
WEL000392,2018-02-03,4269,15948,42.75,2385,66
WEL001073,2019-05-23,1127,5535,18.35,2409,83
WEL002221,2021-03-07,2462,5683,39.93,4733,91
WEL000844,2021-11-13,4938,18326,30.51,2386,53
WEL002760,2022-05-14,2366,4644,32.45,4230,165
WEL002824,2021-06-13,4295,9975,31.84,3339,72
WEL002449,2020-08-16,2734,13210,10.71,3429,60
WEL000578,2021-01-31,386,16994,12.44,4977,68
WEL000247,2020-08-24,1757,2759,43.6,3301,165
WEL001947,2018-05-25,1869,13493,58.16,4107,56
WEL000895,2024-05-13,4541,5948,28.97,4611,125
WEL000874,2018-01-24,3799,11767,27.14,3260,146
WEL002128,2022-02-16,3378,11122,12.58,4350,79
WEL002814,2018-03-06,2836,16410,11.8,3850,78
WEL001206,2018-01-06,4225,16831,36.18,3666,129
WEL001855,2019-05-28,1738,17719,45.9,1195,83
WEL002478,2019-07-15,1946,17069,6.02,4506,101
WEL001467,2024-02-01,566,1148,41.91,4578,159
WEL001724,2024-01-14,1145,15426,47.99,3002,106
WEL002147,2018-09-03,3874,4369,55.1,3980,170
WEL001105,2021-08-14,3639,7833,26.88,2636,123
WEL001636,2024-01-12,3037,16662,10.67,4122,101
WEL001419,2020-08-24,688,15534,15.94,2147,137
WEL000183,2021-09-09,4434,13390,38.95,1059,169
WEL000467,2020-08-07,4666,4153,19.24,3322,158
WEL002468,2020-05-28,3236,11375,30.25,4808,62
WEL001977,2020-12-06,1914,4449,20.04,3263,58
WEL002268,2018-04-25,3182,3986,59.34,2259,120
WEL000415,2023-07-21,2567,13968,31.93,4476,98
WEL000453,2020-07-09,2752,2603,29.76,4263,75
WEL001668,2018-12-12,3702,18653,24.25,4223,75
WEL001198,2021-06-04,1224,10761,24.15,1786,163
WEL002267,2021-04-29,2329,15552,44.23,4058,164
WEL000465,2018-02-22,2002,12579,8.05,1607,141
WEL002228,2024-11-01,1114,15705,45.88,3708,57
WEL001482,2019-08-25,4915,13613,36.81,3363,92
WEL002236,2020-11-07,1056,14599,37.81,4881,161
WEL001730,2022-11-29,622,3753,23.96,1894,114
WEL002150,2019-09-13,4270,9071,59.89,1819,164
WEL002021,2021-08-10,717,15753,25.55,2359,101
WEL001149,2020-12-25,3299,10875,36.11,1905,163
WEL000397,2021-11-02,3110,11983,59.55,2952,119
WEL001268,2020-08-06,636,17548,44.61,3571,95
WEL002448,2022-05-26,959,2233,45.67,3832,86
WEL000288,2021-04-17,1702,11780,27.31,3432,154
WEL002637,2020-06-28,4492,753,37.58,2088,120
WEL002069,2019-08-07,2756,589,50.47,3411,78
WEL002786,2019-08-25,4988,16953,18.05,1852,120
WEL002595,2024-08-13,1092,5887,48.33,4224,51
WEL002880,2020-01-10,4543,10280,7.25,2502,116
WEL001054,2024-08-12,1179,3609,8.63,2091,170
WEL002790,2024-04-21,4390,11115,28.95,4320,65
WEL000470,2022-11-19,3458,6671,48.73,3402,158
WEL000434,2022-11-24,3244,763,36.6,4455,57
WEL000919,2018-05-27,848,19138,19.41,3334,163
WEL001369,2019-03-12,3727,3727,41.45,2074,163
WEL001210,2018-11-19,2890,7285,56.58,4601,177
WEL002368,2022-07-18,3479,7651,25.48,4575,162
WEL002193,2023-12-12,3526,15496,56.69,1122,119
WEL002979,2019-01-02,1089,7796,10.1,3707,105
WEL000138,2024-01-26,275,7219,41.84,2979,51
WEL001050,2019-03-04,4650,1543,51.64,1221,130
WEL001339,2023-12-22,2045,19050,15.61,3963,125
WEL000303,2023-04-19,279,19519,26.1,1383,74
WEL000858,2018-09-21,4018,17283,15.84,2901,123
WEL002119,2024-10-22,2484,2908,41.18,1928,66
WEL002117,2024-02-15,2668,6440,31.82,3854,163
WEL001729,2018-12-26,106,17836,24.06,1597,174
WEL002260,2022-12-11,4675,3521,24.17,1851,113
WEL000187,2023-08-19,4116,7847,16.83,1676,119
WEL001512,2023-07-16,4614,13589,25.25,4282,58
WEL001141,2019-07-06,878,10378,53.57,4866,106
WEL000761,2021-10-10,3544,13854,16.57,2731,169
WEL000837,2019-09-13,3410,4440,28.87,4350,53
WEL002260,2024-06-09,4370,4388,22.56,4557,154
WEL001171,2018-05-16,2039,10947,39.28,2223,90
WEL000397,2019-10-14,2516,9479,53.71,4924,88
WEL002649,2019-08-17,2705,3694,34.72,2983,60
WEL002853,2021-09-03,784,3660,42.14,4808,126
WEL001172,2019-09-07,4415,10997,52.63,1797,67
WEL000186,2021-07-16,3585,2104,36.82,4678,173
WEL002108,2022-11-12,2266,6961,56.28,1485,168
WEL001520,2018-03-02,3212,4381,41.79,2433,73
WEL000884,2021-07-07,3915,15369,6.5,4423,61
WEL001430,2020-07-19,281,2434,31.91,2531,175
WEL001575,2019-04-17,4182,14333,10.33,4668,151
WEL002933,2020-06-04,1066,1381,38.63,1229,54
WEL002774,2018-11-01,4839,6865,27.83,2388,128
WEL001139,2020-02-26,4326,2568,20.75,1659,163
WEL001871,2018-12-14,1613,7157,46.76,4446,154
WEL002295,2023-05-21,2978,17088,40.55,1011,156
WEL002498,2019-03-17,1204,7815,44.07,4574,123
WEL000965,2021-11-16,2360,16980,18.96,3736,67
WEL002322,2023-12-08,2438,14768,58.35,4028,163
WEL002969,2023-11-30,3303,17349,47.87,2258,171
WEL002170,2019-07-17,1183,2498,32.75,4242,64
WEL002683,2020-08-11,2165,3198,53.27,3441,106
WEL000464,2022-05-03,376,11899,36.57,4534,127
WEL002683,2022-04-12,302,8559,12.39,2374,74
WEL002235,2021-05-28,913,9290,43.05,1792,94
WEL000216,2020-04-25,2393,6067,49.14,2295,159
WEL000384,2020-01-01,3014,14720,56.07,4172,134
WEL002667,2020-06-29,1579,15933,38.13,4505,157
WEL000722,2024-04-23,1188,789,19.86,1511,120
WEL001016,2018-05-26,1945,1941,48.17,3836,164
WEL001442,2024-05-06,3011,5017,10.4,3208,125
WEL002776,2022-07-22,4173,7554,57.39,3585,52
WEL001665,2023-07-24,2907,15424,11.72,1708,169
WEL002128,2022-04-08,2599,12652,53.69,2438,119
WEL002365,2020-08-18,2433,12618,33.5,3970,168
WEL000816,2022-06-14,3862,15852,7.83,3394,135
WEL002390,2020-11-08,2570,6021,41.17,4801,112
WEL002652,2019-11-21,950,10425,25.91,2008,92
WEL000030,2023-02-09,2981,4023,58.96,1773,90
WEL000882,2020-11-13,1161,4027,16.07,1796,149
WEL002667,2020-09-06,1473,7926,13.22,2447,156
WEL000037,2020-02-11,2035,9849,51.77,3154,164
WEL000749,2024-07-08,4273,6265,39.19,4681,127
WEL002607,2024-02-17,2079,13451,19.08,4733,174
WEL000779,2022-04-14,3031,13938,48.79,4274,114
WEL002773,2018-02-12,1604,9709,15.24,1701,127
WEL001341,2021-02-02,1578,11472,26.32,2257,129
WEL002929,2021-05-01,4859,5697,29.9,3722,119
WEL001351,2022-05-05,1057,4581,54.75,1091,122
WEL000055,2020-04-25,4806,6650,25.71,3029,82
WEL000523,2021-05-07,2484,14434,53.1,4305,137
WEL002983,2019-03-11,4346,3937,59.21,1540,78
WEL002071,2019-10-22,987,11738,27.36,1496,154
WEL001099,2024-08-08,4191,4499,20.76,4601,105
WEL000715,2020-08-20,3849,13303,16.93,1074,103
WEL001704,2018-10-06,951,15639,52.84,2235,131
WEL002186,2023-10-22,4295,16375,14.14,4357,105
WEL000868,2022-04-06,3130,6551,11.94,3577,71
WEL001017,2021-11-27,1486,9883,36.91,4235,117
WEL001607,2019-01-16,2599,7835,41.26,2170,62
WEL001084,2019-06-21,4872,12278,16.88,1401,102
WEL001349,2024-06-04,4236,7604,35.17,2553,109
WEL000758,2018-10-01,805,7748,10.94,2003,56
WEL000228,2024-02-15,1558,14335,13.98,1772,65
WEL001807,2022-03-13,4771,1198,9.56,2957,71
WEL000018,2024-08-25,2021,3417,44.29,2275,151
WEL002092,2022-08-26,3325,14991,11.65,2274,80
WEL002907,2022-01-23,560,15610,52.96,2188,78
WEL000760,2020-07-09,4438,9577,38.67,1192,87
WEL000543,2024-12-02,1470,13675,27.2,3451,106
WEL001075,2024-03-14,1831,7656,40.81,1639,78
WEL000334,2018-11-27,1585,6684,15.69,4302,86
WEL001021,2024-12-03,920,12397,9.03,4189,112
WEL001671,2018-08-02,2393,2254,27.33,2896,172
WEL001420,2018-08-25,3817,4899,47.93,4128,156
WEL001395,2022-12-01,4908,5497,52.08,2251,130
WEL000929,2020-01-08,3448,11906,51.35,2951,91
WEL001754,2022-05-15,1441,8368,46.83,3390,101
WEL001130,2021-12-25,2275,16265,27.72,3348,120
WEL001273,2018-08-20,4707,16384,59.44,1762,158
WEL002121,2023-07-09,3519,1466,52.03,3071,172
WEL000613,2021-08-16,233,907,21.04,4526,172
WEL002506,2023-08-09,1186,1825,25.65,3597,154
WEL000200,2021-09-15,2538,16035,28.81,2657,119
WEL000548,2020-11-16,631,15693,57.67,1781,100
WEL001674,2020-10-17,4878,8170,42.89,2139,140
WEL002341,2023-02-17,684,11709,29.59,3897,71
WEL000050,2022-11-08,1145,10885,16.24,4034,65
WEL000261,2021-06-02,1500,16793,15.0,1269,145
WEL000839,2020-11-03,714,11071,36.28,4998,140
WEL002110,2024-03-06,1829,19098,15.56,3106,58
WEL001045,2023-12-06,575,19153,41.69,1815,178
WEL001079,2019-04-27,1178,5132,51.32,1456,91
WEL000640,2023-07-30,4106,19507,30.25,2748,109
WEL000600,2021-04-04,3653,17690,38.35,1891,125
WEL001990,2019-12-13,4101,16322,50.02,3636,153
WEL000464,2019-07-23,1959,8054,56.89,1460,137
WEL001246,2019-01-16,1127,7661,25.79,2564,72
WEL002111,2021-06-11,4481,1836,59.93,1884,62
WEL001532,2018-08-26,1955,12623,23.4,2322,93
WEL000024,2020-10-25,1814,6189,5.9,4881,165
WEL000134,2018-11-07,1440,15415,18.88,3076,163
WEL000343,2018-04-21,4514,11511,53.79,1446,130
WEL002008,2020-09-16,3407,15765,13.25,3156,91
WEL002801,2018-12-14,4758,6487,16.17,2148,154
WEL002322,2018-05-27,1988,10629,7.7,3647,50
WEL002969,2022-09-01,1038,4050,32.49,3124,134
WEL001924,2024-04-29,3918,2250,8.32,1537,119
WEL001689,2020-07-03,270,3617,44.41,3901,57
WEL000204,2019-09-06,3341,4316,15.03,3578,154
WEL002459,2020-03-21,2188,11903,45.48,4495,122
WEL002843,2018-02-25,4283,1725,56.77,2851,101
WEL001895,2020-12-22,178,14269,42.91,2387,123
WEL000191,2024-07-17,713,7031,42.18,2457,95
WEL000416,2019-03-05,4129,8767,23.36,2509,92
WEL002703,2019-01-05,4732,10481,30.52,2819,140
WEL000097,2018-07-14,2259,3576,6.21,2897,95
WEL002547,2023-03-10,2980,1608,55.92,4038,115
WEL000158,2018-09-17,2143,5566,58.2,1110,59
WEL002309,2022-02-13,683,6086,15.54,3914,111
WEL002850,2023-07-13,2335,5298,54.73,3049,84
WEL001953,2020-04-02,4886,3325,13.23,1502,95
WEL001714,2024-09-16,1364,9114,30.95,1974,141
WEL001231,2020-07-07,3253,3341,27.65,4798,152
WEL001220,2024-06-07,2344,9313,38.08,3211,65
WEL002707,2020-11-18,2839,13545,51.78,4607,117
WEL000331,2018-06-09,1056,8373,57.74,2434,96
WEL000686,2021-01-22,2471,11838,9.67,1276,91
WEL002616,2020-06-28,3637,15485,14.66,2414,55
WEL002263,2022-10-16,2703,10409,17.13,4813,159
WEL000195,2019-05-16,2860,11816,14.42,3547,165
WEL002022,2019-09-22,1478,14575,32.61,4135,122
WEL001463,2024-09-05,3462,19650,50.61,1925,167
WEL001877,2020-05-16,122,5217,57.54,2722,122
WEL002172,2023-04-29,3592,7912,32.89,2362,124
WEL002012,2024-11-09,4513,16276,38.25,3719,147
WEL001956,2019-04-09,2489,8617,55.06,2262,174
WEL000725,2022-09-06,2126,15034,40.23,2651,165
WEL001579,2018-11-01,3499,17951,53.3,3326,162
WEL001771,2024-12-23,3977,7087,16.9,2731,130
WEL000145,2022-06-07,2449,11691,5.46,3482,162
WEL001295,2019-12-11,2596,18546,15.66,1497,156
WEL000009,2023-09-21,3815,2860,17.78,1295,162
WEL001988,2022-02-27,3676,7041,12.83,1398,93
WEL000268,2020-12-18,3358,9688,32.98,2157,51
WEL000352,2019-05-27,1768,9905,52.28,4780,132
WEL000748,2021-08-20,4146,2248,13.6,4908,54
WEL001439,2021-11-15,3276,1714,46.79,1733,71
WEL001331,2019-03-10,1277,9695,51.77,2230,83
WEL002394,2020-09-28,3950,3706,54.15,3998,60
WEL001491,2020-07-10,528,7755,54.04,4596,145
WEL000708,2019-12-20,737,19177,39.43,1252,121
WEL000657,2022-07-18,2206,12032,33.02,1980,60
WEL001568,2024-06-20,3518,12429,35.25,4148,131
WEL002318,2022-07-21,380,16285,22.62,4737,62
WEL000420,2018-06-22,562,5781,31.2,2842,85
WEL002711,2023-10-29,2906,12392,27.32,1102,118
WEL002157,2018-05-22,1024,15069,34.02,3926,129
WEL002708,2020-04-02,3936,19285,32.61,3290,146
WEL002600,2024-11-10,1992,6498,19.53,2614,173
WEL000905,2023-05-30,854,5124,13.97,1298,135
WEL000398,2021-06-08,2664,16589,58.75,1283,60
WEL000887,2021-06-29,1547,15900,23.35,2718,107
WEL002773,2024-02-03,3003,14438,9.03,3508,114
WEL001885,2024-06-20,4607,14841,5.84,3238,148
WEL000418,2020-10-07,883,4358,46.49,4926,147
WEL000495,2019-12-21,1226,8430,28.51,3457,78
WEL001568,2024-05-08,4257,8681,43.2,2048,100
WEL002243,2020-09-15,1953,17064,31.41,4821,177
WEL002754,2020-08-12,3798,17301,26.03,3839,175
WEL002250,2020-07-27,2458,4580,56.89,3034,111
WEL001625,2019-05-16,1476,18559,55.7,2110,97
WEL002091,2021-12-05,4594,8278,32.03,3454,146
WEL002388,2022-09-29,476,12848,30.93,1890,82
WEL002678,2018-07-03,3489,16699,20.72,1292,170
WEL001203,2019-10-09,3792,4015,48.65,2829,161
WEL002960,2023-05-07,1336,13532,14.5,3419,85
WEL002837,2020-10-12,3887,9701,46.36,2049,79
WEL000770,2019-10-29,3430,5713,40.85,3556,133
WEL002905,2021-01-05,4652,9102,12.38,3352,82
WEL000972,2020-02-26,982,11633,50.21,1313,65
WEL002341,2019-02-05,4383,15799,51.05,3940,161
WEL002071,2020-06-23,4914,10384,50.43,4031,136
WEL001624,2021-03-23,411,13093,9.05,1507,158
WEL002682,2020-09-12,3417,14675,37.25,4519,119
WEL000724,2024-11-29,2495,13388,58.3,4402,80
WEL002804,2022-04-26,3465,11783,45.84,1673,132
WEL001588,2018-12-08,2980,922,32.55,1216,131
WEL000872,2019-01-26,542,14018,50.66,3114,128
WEL001037,2018-11-20,525,6119,28.35,3204,163
WEL002427,2024-10-01,4747,15207,23.5,4392,154
WEL000895,2023-08-12,777,1145,28.49,4989,67
WEL002695,2018-04-22,2802,6449,43.39,4459,61
WEL001125,2023-07-20,1111,3316,36.86,4760,91
WEL000898,2021-11-29,2307,564,48.48,3710,150
WEL000365,2020-07-27,3219,16981,27.55,1474,68
WEL002877,2024-01-14,2832,18978,14.32,1136,173
WEL000044,2022-01-03,3176,17730,30.55,3957,104
WEL001251,2022-04-16,3925,15937,55.49,1887,62
WEL002317,2018-12-02,3386,17663,49.47,4466,112
WEL000837,2023-01-08,3798,7369,47.89,4775,146
WEL002903,2020-07-07,3298,6479,48.45,2110,68
WEL000663,2018-03-29,1833,17847,57.46,3156,136
WEL000988,2019-11-14,1413,4790,18.21,4925,88
WEL001536,2023-12-16,2763,2198,21.5,2161,131
WEL001391,2019-09-08,2640,7049,34.55,3975,167
WEL000061,2024-12-27,4615,10620,8.51,2873,99
WEL000416,2023-01-25,3797,5700,48.39,3875,176
WEL001278,2020-01-05,958,9013,44.14,1279,159
WEL002927,2020-11-04,1427,4460,59.28,4489,72
WEL001659,2023-12-12,1918,9451,52.89,4881,114
WEL002914,2019-06-27,2624,1967,35.25,1834,60
WEL002135,2019-01-27,1045,12942,24.33,2871,113
WEL000862,2024-06-20,485,11073,12.03,2200,137
WEL001697,2023-07-19,4846,7246,45.18,2510,163
WEL002504,2018-09-11,4486,9530,31.12,2408,84
WEL002887,2021-01-11,3882,6560,53.01,3715,173
WEL000916,2018-05-21,2765,10522,32.67,3634,93
WEL000378,2020-07-15,1832,2404,49.13,2541,116
WEL000883,2021-01-12,3656,7736,44.51,1131,115
WEL001521,2020-03-12,1976,17480,33.5,3471,136
WEL001204,2019-11-17,1713,6289,26.74,3541,122
WEL002760,2019-01-07,4641,14618,13.18,3804,137
WEL000603,2022-07-01,3960,18336,37.84,2808,128
WEL000513,2024-08-01,3732,13636,41.53,3385,85
WEL000361,2020-03-11,1590,7092,37.14,2286,91
WEL000778,2020-05-20,230,18090,16.56,1528,116
WEL002483,2020-08-02,804,7854,42.92,1796,164
WEL001468,2022-12-28,2987,4087,53.88,3288,123
WEL000206,2024-09-01,2285,9677,41.16,4922,111
WEL001687,2019-05-21,3376,1447,26.33,2729,150
WEL002388,2023-01-04,4696,18315,26.47,4537,154
WEL002358,2018-11-10,2072,18547,24.36,4052,179
WEL002284,2021-07-04,2323,12047,28.13,1202,71
WEL002527,2023-03-27,4173,7124,22.17,3126,128
WEL002809,2024-07-06,3810,11085,38.12,2244,68
WEL001773,2018-11-01,4067,15108,53.17,4649,179
WEL002771,2021-01-27,2657,18650,18.64,3222,154
WEL001298,2021-02-14,3677,9252,56.38,2440,135
WEL002488,2022-11-17,2416,18273,48.47,1896,156
WEL001439,2019-01-19,2461,15207,56.67,4705,96
WEL001043,2024-12-15,1785,6773,58.36,4566,135
WEL002486,2023-08-14,3571,3955,35.07,2625,92
WEL002157,2024-02-20,1964,17126,42.42,2659,73
WEL002376,2022-11-30,1820,10126,44.85,3099,129
WEL002109,2021-09-15,4734,8425,33.75,1375,172
WEL000506,2021-03-25,4115,6163,16.08,1365,56
WEL001480,2022-11-22,3704,14479,53.8,1252,120
WEL000854,2018-04-28,1284,3300,21.45,3122,52
WEL001737,2019-07-01,121,14012,18.0,1606,84
WEL002770,2019-12-01,4068,1380,42.48,4795,90
WEL001630,2020-04-21,2430,10961,39.39,3856,120
WEL000943,2018-08-21,3990,4825,28.21,2597,138
WEL000072,2018-05-21,3262,12358,33.7,1684,132
WEL002944,2021-04-27,1378,6292,30.37,3968,70
WEL001150,2020-08-16,2101,3098,43.75,3233,94
WEL000676,2019-03-20,2364,12575,38.22,3144,115
WEL001941,2021-07-22,733,3888,31.14,1903,95
WEL000111,2021-02-08,2770,6302,31.24,1980,73
WEL000041,2021-07-24,4831,11809,11.34,1849,101
WEL002871,2021-01-05,3919,14042,21.4,1412,166
WEL000462,2023-01-12,1102,17622,31.5,1253,124
WEL001093,2019-05-09,4695,4658,53.98,1473,82
WEL001938,2018-12-23,4400,11019,19.69,3526,97
WEL002586,2022-09-01,644,10956,30.24,1997,138
WEL001856,2024-11-27,4247,18953,46.59,3245,54
WEL000644,2022-01-16,1294,12411,53.58,3495,169
WEL002665,2019-09-03,1018,11450,52.43,4037,58
WEL002858,2020-10-09,250,2425,9.36,3634,113
WEL002469,2020-04-09,4094,3477,58.03,2204,166
WEL002598,2022-01-20,2201,3262,28.97,2717,65
WEL002412,2023-04-01,4938,4401,14.52,3731,145
WEL002574,2021-03-25,4764,10839,15.46,2905,84
WEL000312,2023-05-06,302,5438,14.86,2295,51
WEL000114,2021-03-07,404,18881,35.99,3985,91
WEL001092,2021-08-31,1155,2141,17.92,4103,142
WEL002780,2018-07-19,2959,5343,40.87,4279,120
WEL000824,2019-10-18,861,16366,22.62,1572,131
WEL002315,2023-06-25,3603,7819,46.25,3119,92
WEL001460,2020-12-09,345,1940,34.35,2570,164
WEL002731,2018-03-08,4604,9002,27.86,2032,69
WEL002566,2018-05-24,4143,16191,15.61,3637,97
WEL002254,2022-07-26,4662,14441,19.79,4412,160
WEL000279,2020-01-16,674,15337,19.18,4085,131
WEL002053,2021-05-04,2345,14174,20.99,2942,134
WEL000003,2022-12-11,4783,6574,53.07,1264,166
WEL000055,2023-08-04,826,15814,27.73,1492,149
WEL001805,2020-04-09,3396,14099,12.14,4278,93
WEL002707,2020-01-11,781,5180,43.56,4436,87
WEL002059,2020-07-21,186,4670,33.89,3737,89
WEL002844,2018-08-01,2773,19900,39.15,1863,86
WEL001171,2023-11-10,3923,2553,55.56,4395,85
WEL001919,2018-01-25,1694,11356,57.93,3680,169
WEL002818,2019-03-12,725,3646,55.96,3002,137
WEL001121,2018-03-22,3003,18662,7.78,3835,133
WEL002581,2023-08-09,1678,5954,11.94,1765,62
WEL000851,2018-02-15,1228,14722,27.06,2308,60
WEL002013,2020-06-13,132,15186,28.23,1669,73
WEL001981,2021-08-22,107,17738,42.71,2103,174
WEL000026,2023-03-14,405,12959,22.69,3168,176
WEL002754,2024-11-30,2191,6893,52.69,1480,136
WEL001367,2023-04-30,251,18598,9.46,4740,109
WEL001568,2019-08-31,2841,18926,5.08,4437,92
WEL001115,2020-11-08,3369,11754,18.44,4506,138
WEL001532,2023-07-05,579,7982,22.09,3089,163
WEL002228,2019-06-25,4465,8367,7.82,1095,151
WEL002596,2022-12-11,4673,7742,45.13,4870,122
WEL000054,2018-10-13,1564,932,45.77,3639,118
WEL001828,2024-05-28,1722,19042,37.77,3297,147
WEL001577,2024-05-27,1894,9722,42.34,4743,123
WEL002075,2018-01-15,524,10217,41.83,4574,153
WEL000236,2019-04-17,4038,9789,52.69,3772,50
WEL000480,2024-07-06,909,8254,30.66,2279,84
